model,case,psnr,ssim,mae,mse,pcc,org_psnr,org_ssim,org_mae,org_mse,org_pcc,body_psnr,body_ssim,body_mae,body_mse,body_pcc,body_frac,raps_hf,grad_w1,org_grad_w1,seam,zflicker,zaniso,lpips,phase_match,agree_real,gen_prob,feature_l1_hu
swinunetr_s5,1.2.392.200036.9116.2.5.1.37.2418751871.1522984884.757455_1.2.392.200036.9116.2.5.1.37.2418751871.1522985393.543093_deeds.nii.gz,28.427542875316266,0.9255803364969911,0.012292375072445053,0.0014363018255546397,0.9840159587958919,23.99232584631861,0.9673148014762178,0.033669176717398656,0.0039881126342105324,0.9675219564804984,24.85804744566419,0.9638068535439007,0.03266631443786457,0.0032673469654291767,0.9638570219030371,0.2872439413280216,0.656523331517653,0.0027385906051475167,0.003070352945615096,nan,0.8230603902450228,0.9675846876952799,nan,1,1,0.998670756816864,13.648704528808594
swinunetr_s5,1.2.840.113619.2.278.3.717616.310.1589696975.113_1.2.840.113619.2.278.3.717616.310.1589696975.214.4202498_deeds.nii.gz,29.52796638648113,0.9335316784678245,0.009806451040492062,0.0011148164317852734,0.9860819460745543,23.033975409942478,0.9625851508419836,0.03476732262255152,0.004972816788690981,0.9624431800365456,24.295593086706262,0.9585470830629876,0.03258628804116125,0.003719124281198612,0.9581957127346951,0.29022336311819963,0.6915225006614616,0.0009929699811919647,0.0024470277565214276,nan,0.9155774464206352,1.0546226698307284,nan,1,1,0.9941892623901367,9.737301417759486
swinunetr_s5,1.2.392.200036.9116.2.5.1.37.2418751871.1574736893.449879_1.2.392.200036.9116.2.5.1.37.2418751871.1574737469.513228_deeds.nii.gz,26.238245006380552,0.9051606021957469,0.015922533387594556,0.002377800967142046,0.9748709848045327,21.61051695818724,0.9498565533205828,0.04213349246057849,0.0069015764671039115,0.9504689239022983,22.125047260181287,0.9380071038959908,0.0416910300851232,0.006130491208768848,0.9380103409512242,0.31846080952428396,0.6710378407088643,0.0028062155091918,0.002295230036419714,nan,0.9743144850011192,1.1412971903819287,nan,1,1,0.9938598871231079,13.150780814034599
swinunetr_s5,1.2.840.113619.2.278.3.717616.259.1592554882.977_1.2.840.113619.2.278.3.717616.259.1592554883.67.4202498_deeds.nii.gz,31.039576987041144,0.9399647997286686,0.009763353575405306,0.0007871224535250024,0.9895370392316742,25.144575025516104,0.9775196021726661,0.029670019539934988,0.0030587395417387498,0.9776159559219495,26.891778291262412,0.9759880530456146,0.02545201029272485,0.0020456068573354823,0.9760071497221855,0.38002527931945435,0.7071615109553996,0.0010123071789368203,0.0021874569180188215,nan,0.9115768068142851,1.0239972691270385,nan,1,1,0.9893835783004761,12.487000528971354
swinunetr_s5,1.2.840.113619.2.278.3.717616.249.1585713660.403_1.2.840.113619.2.278.3.717616.249.1585713660.663.12_deeds.nii.gz,28.508769251981782,0.9371483607686838,0.010280880575206522,0.0014096882336572954,0.9786500258525839,22.012793035107396,0.9429037154186803,0.04161875947108891,0.006291014649328361,0.945042608163601,22.30581449291811,0.9317671107737693,0.04298403093639097,0.005880558175044027,0.9332672192571084,0.2348892779970323,0.5916956833635554,0.001798184273401801,0.005233373911908272,nan,0.89520268811667,1.1724865898219274,nan,1,1,0.6017978191375732,17.047886657714844
swinunetr_s5,1.2.840.113619.2.278.3.717616.306.1582703645.873_1.2.840.113619.2.278.3.717616.306.1582703646.13.4202498_deeds.nii.gz,29.94309447241701,0.9378764974824205,0.008929781126256559,0.0010131892021893597,0.9847069636842871,23.286782989800685,0.958147106914722,0.03456272807536091,0.0046916078148360055,0.9580380882938536,24.42502879609032,0.9574890613057092,0.03231051383587609,0.003609916200073612,0.9571751666498743,0.2514754137276546,0.8214011712517476,0.0008141677007361227,0.0016676765467546837,nan,0.9954534733830375,1.0577914803916453,nan,1,1,0.9875100255012512,16.0038330078125
swinunetr_s5,1.2.840.113619.2.278.3.717616.286.1587944983.828_1.2.840.113619.2.278.3.717616.286.1587944983.915.4202498_deeds.nii.gz,31.926438742270204,0.9537515403772956,0.007564417052854018,0.0006417355904222325,0.9908227270139759,25.706607419360207,0.9775274109444182,0.029891213301011157,0.0026874429772338827,0.9780784210281811,26.020276929743694,0.9712855234132041,0.030320484737317934,0.0025001859311825163,0.9717063384253245,0.241579215748046,0.7392173648375485,0.0008590489075167677,0.002292753862476856,nan,0.9247012287341362,1.0445241111460832,nan,1,1,0.9737180471420288,22.272562662760418
swinunetr_s5,1.2.392.200036.9116.2.5.1.37.2418751871.1432695579.168588_1.2.392.200036.9116.2.5.1.37.2418751871.1432696175.178596_deeds.nii.gz,28.49518713709385,0.9182190806376015,0.013002145012799041,0.0014141037901547289,0.9833822547415537,24.15282015972323,0.9671524127289042,0.03478163605148136,0.0038434212237418246,0.967916328630177,24.85495847837008,0.9612965006666436,0.03401461900613092,0.0032696717285722633,0.9620530637308796,0.317671122707103,0.7320213710966167,0.0020135883800597477,0.0025954785050568536,nan,0.8253916947366369,0.9292731371799733,nan,1,1,0.9854240417480469,31.443479410807292
swinunetr_s5,1.2.840.113619.2.278.3.717616.306.1582703665.824_1.2.840.113619.2.278.3.717616.306.1582703665.961.4202498_deeds.nii.gz,25.834211206210014,0.9181019132006238,0.013143105555041515,0.0026096296578279406,0.9645124100784264,19.46908635140623,0.9085721926206003,0.047255358571728696,0.01130033620901608,0.909320989898201,20.065822083141146,0.8899500461381491,0.04942299705224007,0.00984958180808745,0.889470033494641,0.2634676080137512,0.8810544673767551,0.0003430521025694064,0.0011547358970247538,nan,1.0187278939145987,1.0305161567794712,nan,1,1,0.9862483739852905,18.888395182291667
swinunetr_s5,1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.658.4202498_deeds.nii.gz,29.896936816102027,0.9362236727165795,0.010283291885099436,0.001024015000143842,0.9861157207351898,23.43431072860808,0.9578459341525272,0.03377670166207133,0.00453491265940174,0.9575476889583895,25.51206579471774,0.9623677062561774,0.02836813462877631,0.0028105636205530376,0.9619589896546259,0.3603996687642131,0.7085957534333306,0.0010057840869320339,0.0031448915832202437,nan,0.8830606750360215,1.0002253867674933,nan,1,1,0.9926006197929382,11.677845546177455
swinunetr_s5,1.2.840.113619.2.278.3.717616.260.1578649386.487_1.2.840.113619.2.278.3.717616.260.1578649386.582.4202498_deeds.nii.gz,30.588306236374105,0.9330001225806823,0.00876043961186223,0.000873311896665653,0.9894569441427288,24.141011665460876,0.9652986611788654,0.03136892357871275,0.003853885730291157,0.965154504397839,25.30898800374006,0.9675823699473953,0.029704444072866397,0.002945107825082162,0.9674269733987292,0.2792026956705792,0.7502031856046187,0.0005602425225114441,0.0015952729511596383,nan,0.9369981487724209,1.0227136445103044,nan,0,0,0.28203389048576355,17.3705564226423
swinunetr_s5,1.2.840.113619.2.278.3.717616.260.1578649359.241_1.2.840.113619.2.278.3.717616.260.1578649359.370.4202498_deeds.nii.gz,29.3270417805033,0.9325086174640992,0.010703807932474796,0.0011676046662576517,0.9845625369236236,23.650083239637112,0.968788995618631,0.0319507028979969,0.0043151080613849,0.9686894574770738,24.760529572479516,0.9630508770751599,0.030920229572012802,0.0033415429124540727,0.9627647117639422,0.3409245086953138,0.6881081990484799,0.001245963620190882,0.002898217606656614,nan,0.8848731977381058,1.0117093405958126,nan,1,1,0.9795491099357605,7.397563389369419
swinunetr_s5,1.2.840.113619.2.278.3.717616.202.1592287869.821_1.2.840.113619.2.278.3.717616.202.1592287869.941.4202498_deeds.nii.gz,30.31254876362371,0.9251741222911435,0.010917829960093004,0.0009305615923027947,0.9855880095734778,23.632636576903447,0.9536435908657016,0.03918224847536778,0.004332477762903548,0.9538542268895278,25.97150948151135,0.9625536341143134,0.029702297517914474,0.002528419038665719,0.9627657102674207,0.3650677479739467,0.6939817430456026,0.0014201042543323748,0.004941946092567678,nan,0.8690952100912521,1.0366701979577306,nan,1,1,0.9762516021728516,25.597120157877605
transunet,1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.981.4202498_deeds.nii.gz,29.833108877789066,0.9212577815407844,0.012267689907877957,0.0010391760099721927,0.9838715129706418,23.79270948014371,0.9594940775585938,0.03832950362175345,0.0041756977157720795,0.9596054397123625,26.017925500040235,0.9616868576026971,0.02956634015051548,0.0025015399901336115,0.9619350554775479,0.41221642573459505,0.7606268503941775,0.0004895898588523486,0.0015648613019120202,nan,1.1192866860854032,1.1903283701868876,nan,1,1,0.9871381521224976,14.699552408854167
transunet,1.2.840.113619.2.278.3.717616.323.1577925255.997_1.2.840.113619.2.278.3.717616.323.1577925256.95.4202498_deeds.nii.gz,30.113458366877488,0.9391570046204716,0.01024787596895451,0.0009742135445769236,0.9866727156748456,23.853014673323607,0.9733616202581444,0.03696409090478719,0.0041181155914123985,0.9751704691556645,25.339388200971236,0.967226489176354,0.0313023309207717,0.0029245643378554187,0.9683333041606687,0.322091862414412,0.9377086534226147,0.0005102699193383412,0.0009000268375218151,nan,1.1511737768531236,1.1258566639770942,nan,1,1,0.9723352193832397,33.41951904296875
transunet,1.2.840.113619.2.278.3.717616.166.1580339223.519_1.2.840.113619.2.278.3.717616.166.1580339223.616.4202498_deeds.nii.gz,30.49571619178293,0.9387382946424836,0.00989485240802947,0.000892130486884834,0.9880756065130352,24.65929088931933,0.9663236969569251,0.0322589138753632,0.003420352850546791,0.9660991001686677,25.67265863464067,0.9652848474078051,0.030088926970426203,0.0027085330328005712,0.9649547404240701,0.32588956636968297,0.7216832543769479,0.0008516070693692061,0.001940318770462757,nan,1.0803597585127356,1.1985688268820445,nan,1,1,0.97319096326828,13.3310791015625
transunet,1.2.840.113619.2.278.3.717616.166.1580339223.956_1.2.840.113619.2.278.3.717616.166.1580339224.53.4202498_deeds.nii.gz,27.711713006692882,0.9145430680095562,0.0131200417081908,0.001693669627172553,0.9805112081131545,22.844681055785582,0.9554039085165482,0.035465159272241316,0.005194358192751355,0.9552520795808438,23.320324865647677,0.9473309147540967,0.03615205946023206,0.004655512675518325,0.9468741237261106,0.3605398557027855,0.5977168266353587,0.001508047253794402,0.0028564011110097745,nan,1.0207324321676294,1.2356630393758619,nan,1,1,0.9973567724227905,12.478384399414063
transunet,1.2.840.113619.2.278.3.717616.286.1593493292.675_1.2.840.113619.2.278.3.717616.286.1593493292.775.4202498_deeds.nii.gz,30.152476019298575,0.9274995148589743,0.011277390423816825,0.0009655002666769019,0.9888117800127277,25.076887326038126,0.9730188081929335,0.028106120818834564,0.0031067854846172764,0.9729640045870352,26.50323124431353,0.9712355413203243,0.026303594820494686,0.002237056101399926,0.9710357763891884,0.4253575697439112,0.727014496189531,0.0011957548397825092,0.0014717242608515617,nan,1.0791288426653933,1.2126593722268817,nan,1,1,0.972632884979248,9.024803670247396
transunet,1.2.840.113619.2.278.3.717616.306.1582703661.35_1.2.840.113619.2.278.3.717616.306.1582703661.129.4202498_deeds.nii.gz,28.917507331379248,0.9328697131986717,0.011110132460528022,0.0012830667980169663,0.982683732674947,23.058689614321327,0.958909142400429,0.037868972417500084,0.004944598565945511,0.9587836816669271,23.551990479203603,0.9482450661498006,0.038242366249724095,0.004413681110491424,0.9478575965737384,0.2882795300858457,0.7052499653287948,0.0008613628850204529,0.003420251471054562,nan,1.0251484928254413,1.15911158279132,nan,1,1,0.9888390302658081,18.321648733956472
transunet,1.2.392.200036.9116.2.5.1.37.2418751871.1526972837.526920_1.2.392.200036.9116.2.5.1.37.2418751871.1526973364.470863_deeds.nii.gz,26.338120133381516,0.9059369861259012,0.015052422976093275,0.002323742422885341,0.979041466667341,21.8055393671672,0.9508329269639452,0.039956394034227495,0.006598512796839703,0.9518767003964012,21.81857848423636,0.9330880506000714,0.043531049717148565,0.006578731345875293,0.9337208312566285,0.2830902040602605,0.6203182037929883,0.0029405724007377934,0.004422228535914402,nan,1.0022717185026229,1.2429350969814104,nan,1,1,0.9980147480964661,16.977410452706472
transunet,1.2.392.200036.9116.2.5.1.37.2418751871.1522984884.757455_1.2.392.200036.9116.2.5.1.37.2418751871.1522985393.543093_deeds.nii.gz,28.765558176145856,0.9284265329584678,0.01216152216617549,0.0013287527684581238,0.9853890745071726,23.938169205067958,0.96716445755964,0.03465472599713939,0.004038155880209066,0.9673733693913648,24.93577981493256,0.9648659921285626,0.03333743639610879,0.0032093864781666316,0.9650528938995147,0.2872439413280216,0.6818425879811479,0.002382896994275203,0.002361706911457358,nan,1.070881032343925,1.2223891937693891,nan,1,1,0.998566746711731,14.732997349330358
transunet,1.2.840.113619.2.278.3.717616.310.1589696975.113_1.2.840.113619.2.278.3.717616.310.1589696975.214.4202498_deeds.nii.gz,29.064747706883267,0.9268300169351708,0.010393536025527653,0.0012402956750724636,0.9844969089154794,22.72919171116499,0.9596255450610223,0.03587574322032762,0.005334341665532022,0.9595597712885524,23.83225700556144,0.9536622453984711,0.03458891790881803,0.004137845772653716,0.9533257257169991,0.29022336311819963,0.661065029094607,0.0011296727257181166,0.00277369606199153,nan,1.0963864454089234,1.2800989894596624,nan,1,1,0.9875704050064087,9.591371263776507
transunet,1.2.392.200036.9116.2.5.1.37.2418751871.1574736893.449879_1.2.392.200036.9116.2.5.1.37.2418751871.1574737469.513228_deeds.nii.gz,25.943867982312703,0.9019351817818335,0.016335643717956604,0.0025445629640944013,0.9730752144362694,21.08704129428496,0.9439569287401894,0.04311951517455022,0.007785667823911631,0.9441826373347784,21.72749501974809,0.9325269800609536,0.04319479597377043,0.006718162401111983,0.9323182332384388,0.31846080952428396,0.6764983332095981,0.002415865127480323,0.001750907991953885,nan,1.2689271114934704,1.4493807941964965,nan,1,1,0.9983013868331909,10.351781572614398
transunet,1.2.840.113619.2.278.3.717616.259.1592554882.977_1.2.840.113619.2.278.3.717616.259.1592554883.67.4202498_deeds.nii.gz,30.732690861019645,0.9385888022345846,0.01049455713495643,0.0008447552779739884,0.9889207662350236,24.74416362014694,0.9756623512511476,0.03346423667325294,0.0033541589382394383,0.9762480399365411,26.579206795247956,0.9741472159775996,0.027367143868861944,0.002198261331284213,0.974586965757973,0.38002527931945435,0.7057804858862401,0.0010720495554249212,0.00215404788628538,nan,1.0521433823900461,1.18237531402954,nan,1,1,0.9598978757858276,14.724702962239583
transunet,1.2.840.113619.2.278.3.717616.249.1585713660.403_1.2.840.113619.2.278.3.717616.249.1585713660.663.12_deeds.nii.gz,28.245523448269324,0.9361308570100569,0.010810560313499275,0.001497778717265659,0.9770259276172305,21.675176035032738,0.937472428627131,0.043996641501286064,0.0067995848330388775,0.9386989191758669,22.03205062657668,0.9273938855926427,0.0452090078983961,0.0062631806360068775,0.9282552049121046,0.2348892779970323,0.6343473186533269,0.0013897619356567253,0.0031868266833988876,nan,1.0879634198138601,1.3570918611802807,nan,1,1,0.7117198705673218,22.408157348632812
transunet,1.2.840.113619.2.278.3.717616.306.1582703645.873_1.2.840.113619.2.278.3.717616.306.1582703646.13.4202498_deeds.nii.gz,29.50770499276516,0.9345410514037187,0.00953486088817559,0.0011200296010889274,0.9830867953428635,22.831714969539476,0.9533678546876885,0.037253490186589806,0.005209889390695333,0.9533011361896595,23.970567977804144,0.9528161957403188,0.0344635777024351,0.004008142950155144,0.9524333180029689,0.2514754137276546,0.7674622319628669,0.0008077904809162099,0.0018828563982155174,nan,1.1408472967073682,1.2223677970102058,nan,1,1,0.994101345539093,15.239774576822917
transunet,1.2.840.113619.2.278.3.717616.286.1587944983.828_1.2.840.113619.2.278.3.717616.286.1587944983.915.4202498_deeds.nii.gz,31.56115332440205,0.9519328363556081,0.008025125633904742,0.0006980470041732753,0.9900302795425117,25.43015037052738,0.9762660858724423,0.032007245299092796,0.0028640788020576264,0.9768354828507537,25.662120718466696,0.9690675241068062,0.032185075433165164,0.002715113118760932,0.969409217597012,0.241579215748046,0.720086725827665,0.0008966353453596518,0.002671409262462837,nan,1.0383645071217444,1.1816809167549416,nan,1,1,0.9932026863098145,28.311782836914062
transunet,1.2.392.200036.9116.2.5.1.37.2418751871.1432695579.168588_1.2.392.200036.9116.2.5.1.37.2418751871.1432696175.178596_deeds.nii.gz,28.33925310189415,0.9178007792326874,0.013393638044340905,0.0014657999070270202,0.9827061520427719,23.888376722181658,0.9648720853030825,0.03687640394647554,0.004084720338373676,0.9652654849010093,24.664754165012084,0.9598141717891323,0.035375643330690903,0.003416052869102755,0.9601371014995115,0.317671122707103,0.7357624410270796,0.0018511079331854276,0.002448504666805974,nan,1.0651032601030612,1.1831735543784663,nan,1,1,0.9981228709220886,30.760296630859376
transunet,1.2.840.113619.2.278.3.717616.306.1582703665.824_1.2.840.113619.2.278.3.717616.306.1582703665.961.4202498_deeds.nii.gz,25.684309389820964,0.9160983619186049,0.01348260398058382,0.002701276628130739,0.9632695792412271,19.332792974959247,0.905994441639608,0.04828106857944015,0.011660594757390803,0.9071194819099118,19.915273668541495,0.8866157459721966,0.050704117357895366,0.010197005020922457,0.8863384355279693,0.2634676080137512,0.8379371286943654,0.00042962090596372426,0.0014271864111001609,nan,1.1762265966974708,1.2071786705759193,nan,1,1,0.9836729168891907,23.307647705078125
transunet,1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.658.4202498_deeds.nii.gz,29.41781805195889,0.9273600411292023,0.011211749496812064,0.0011434526749634333,0.9844138035416596,23.278415997536868,0.9561003213293121,0.03524986231764299,0.004700655243633474,0.9558415676844989,25.030422881712088,0.9576822296619201,0.03100520748061787,0.0031402029107975593,0.9573422533812709,0.3603996687642131,0.6139048347494768,0.0018821635178427273,0.004720405215652395,nan,1.0048475171553035,1.2233490621022913,nan,1,1,0.9812286496162415,9.91825703212193
transunet,1.2.840.113619.2.278.3.717616.260.1578649386.487_1.2.840.113619.2.278.3.717616.260.1578649386.582.4202498_deeds.nii.gz,30.208040816384496,0.9304069095927515,0.009208058256845156,0.000953226085154779,0.9885008576399441,23.77959798644957,0.9622663070224382,0.033302118148753154,0.004188323333932689,0.9622544167083703,24.94036274046193,0.9645741117491385,0.031258845993663326,0.0032060015349998244,0.9645104984260726,0.2792026956705792,0.7340971397277225,0.0005715331569514578,0.0015545233647841074,nan,1.1100373276450546,1.2152447258385544,nan,0,0,0.38535162806510925,14.931238446916852
transunet,1.2.840.113619.2.278.3.717616.260.1578649359.241_1.2.840.113619.2.278.3.717616.260.1578649359.370.4202498_deeds.nii.gz,29.02500352598266,0.9300783384553378,0.01134445230927304,0.00125169825679313,0.9835478236390809,23.349056765464866,0.9667589523994982,0.03405488809141704,0.004624814558120468,0.966692258171872,24.45871768761966,0.9606805351006039,0.03281858769850286,0.0035820218546271628,0.9603738464470066,0.3409245086953138,0.7295990931598657,0.0009088763629142376,0.0022360998193118493,nan,1.0620342836841639,1.180113854564361,nan,1,1,0.9886444807052612,10.829762050083705
transunet,1.2.840.113619.2.278.3.717616.202.1592287869.821_1.2.840.113619.2.278.3.717616.202.1592287869.941.4202498_deeds.nii.gz,29.87162433574927,0.9209330054538621,0.011280575016878033,0.001030000810444642,0.9840366704302885,23.432917296353395,0.9512484805966359,0.03922753355812006,0.0045363679179147975,0.9509837489280529,25.529481506689255,0.9593615999080385,0.03070277747003669,0.0027993155029560003,0.9589680386030569,0.3650677479739467,0.6896501315674595,0.0014081038516537661,0.004638026026235659,nan,1.0539654290967568,1.2606087841429994,nan,1,1,0.9945074319839478,19.650103759765624
